strategy,rps,second,n_runs,mean_total_pods,stddev_total_pods
istio,200,19,10,6.2000,0.6325
istio,200,20,10,6.2000,0.6325
istio,200,21,10,6.2000,0.6325
istio,200,22,10,6.2000,0.6325
istio,200,23,10,6.2000,0.6325
istio,200,24,10,6.2000,0.6325
istio,200,25,10,6.2000,0.6325
istio,200,26,10,6.2000,0.6325
istio,200,27,10,6.2000,0.6325
istio,200,28,10,6.2000,0.6325
istio,200,29,10,6.5000,1.0801
istio,200,30,10,8.7000,2.1628
istio,200,31,10,10.0000,2.0548
istio,200,32,10,10.0000,2.0548
istio,200,33,10,10.0000,2.0548
istio,200,34,10,10.0000,2.0548
istio,200,35,10,10.0000,2.0548
istio,200,36,10,10.0000,2.0548
istio,200,37,10,10.0000,2.0548
istio,200,38,10,10.0000,2.0548
istio,200,39,10,10.0000,2.0548
istio,200,40,10,10.0000,2.0548
istio,200,41,10,10.0000,2.0548
istio,200,42,10,10.0000,2.0548
istio,200,43,10,10.0000,2.0548
istio,200,44,10,10.0000,2.0548
istio,200,45,10,10.8000,1.5492
istio,200,46,10,12.0000,0.4714
istio,200,47,10,12.0000,0.4714
istio,200,48,10,12.0000,0.4714
istio,200,49,10,12.0000,0.4714
istio,200,50,10,12.0000,0.4714
istio,200,51,10,12.0000,0.4714
istio,200,52,10,12.0000,0.4714
istio,200,53,10,12.0000,0.4714
istio,200,54,10,12.0000,0.4714
istio,200,55,10,12.0000,0.4714
istio,200,56,10,12.0000,0.4714
istio,200,57,10,12.0000,0.4714
istio,200,58,10,12.0000,0.4714
istio,200,59,10,12.0000,0.4714
istio,200,60,10,12.2000,0.7888
istio,200,61,10,12.2000,0.7888
istio,200,62,10,12.2000,0.7888
istio,200,63,10,12.2000,0.7888
istio,200,64,10,12.2000,0.7888
istio,200,65,10,12.2000,0.7888
istio,200,66,10,12.2000,0.7888
istio,200,67,10,12.2000,0.7888
istio,200,68,10,12.2000,0.7888
istio,200,69,10,12.2000,0.7888
istio,200,70,10,12.2000,0.7888
istio,200,71,10,12.2000,0.7888
istio,200,72,10,12.2000,0.7888
istio,200,73,10,12.2000,0.7888
istio,200,74,10,12.2000,0.7888
istio,200,75,10,12.3000,0.6749
istio,200,76,10,12.4000,0.6992
istio,200,77,10,12.4000,0.6992
istio,200,78,10,12.4000,0.6992
istio,200,79,10,12.4000,0.6992
istio,200,80,10,12.4000,0.6992
istio,200,81,10,12.4000,0.6992
istio,200,82,10,12.4000,0.6992
istio,200,83,10,12.4000,0.6992
istio,200,84,10,12.4000,0.6992
istio,200,85,10,12.4000,0.6992
istio,200,86,10,12.4000,0.6992
istio,200,87,10,12.4000,0.6992
istio,200,88,10,12.4000,0.6992
istio,200,89,10,12.4000,0.6992
istio,200,90,10,12.4000,0.6992
istio,200,91,10,12.4000,0.6992
istio,200,92,10,12.4000,0.6992
istio,200,93,10,12.4000,0.6992
istio,200,94,10,12.4000,0.6992
istio,200,95,10,12.4000,0.6992
istio,200,96,10,12.4000,0.6992
istio,200,97,10,12.4000,0.6992
istio,200,98,10,12.4000,0.6992
istio,200,99,10,12.4000,0.6992
istio,200,100,10,12.4000,0.6992
istio,200,101,10,12.4000,0.6992
istio,200,102,10,12.4000,0.6992
istio,200,103,10,12.4000,0.6992
istio,200,104,10,12.4000,0.6992
istio,200,105,10,12.4000,0.6992
istio,200,106,10,12.5000,0.7071
istio,200,107,10,12.5000,0.7071
istio,200,108,10,12.5000,0.7071
istio,200,109,10,12.5000,0.7071
istio,200,110,10,12.5000,0.7071
istio,200,111,10,12.5000,0.7071
istio,200,112,10,12.5000,0.7071
istio,200,113,10,12.5000,0.7071
istio,200,114,10,12.5000,0.7071
istio,200,115,10,12.5000,0.7071
istio,200,116,10,12.5000,0.7071
istio,200,117,10,12.5000,0.7071
istio,200,118,10,12.5000,0.7071
istio,200,119,10,12.5000,0.7071
st5-AttUpd,300,0,10,6.0000,0.0000
st5-AttUpd,300,1,10,6.0000,0.0000
st5-AttUpd,300,2,10,6.0000,0.0000
st5-AttUpd,300,3,10,6.0000,0.0000
st5-AttUpd,300,4,10,6.0000,0.0000
st5-AttUpd,300,5,10,6.0000,0.0000
st5-AttUpd,300,6,10,6.0000,0.0000
st5-AttUpd,300,7,10,6.0000,0.0000
st5-AttUpd,300,8,10,6.0000,0.0000
st5-AttUpd,300,9,10,6.0000,0.0000
st5-AttUpd,300,10,10,6.0000,0.0000
st5-AttUpd,300,11,10,6.0000,0.0000
st5-AttUpd,300,12,10,6.0000,0.0000
st5-AttUpd,300,13,10,6.0000,0.0000
st5-AttUpd,300,14,10,6.0000,0.0000
st5-AttUpd,300,15,10,6.0000,0.0000
st5-AttUpd,300,16,10,6.0000,0.0000
st5-AttUpd,300,17,10,6.0000,0.0000
st5-AttUpd,300,18,10,6.0000,0.0000
st5-AttUpd,300,19,10,6.1000,0.3162
st5-AttUpd,300,20,10,6.1000,0.3162
st5-AttUpd,300,21,10,6.1000,0.3162
st5-AttUpd,300,22,10,6.1000,0.3162
st5-AttUpd,300,23,10,6.1000,0.3162
st5-AttUpd,300,24,10,6.1000,0.3162
st5-AttUpd,300,25,10,6.1000,0.3162
st5-AttUpd,300,26,10,6.1000,0.3162
st5-AttUpd,300,27,10,6.1000,0.3162
st5-AttUpd,300,28,10,6.2000,0.4216
st5-AttUpd,300,29,10,6.6000,0.9661
st5-AttUpd,300,30,10,8.3000,2.1108
st5-AttUpd,300,31,10,10.1000,2.1318
st5-AttUpd,300,32,10,10.4000,2.1187
st5-AttUpd,300,33,10,10.4000,2.1187
st5-AttUpd,300,34,10,10.4000,2.1187
st5-AttUpd,300,35,10,10.4000,2.1187
st5-AttUpd,300,36,10,10.4000,2.1187
st5-AttUpd,300,37,10,10.4000,2.1187
st5-AttUpd,300,38,10,10.4000,2.1187
st5-AttUpd,300,39,10,10.4000,2.1187
st5-AttUpd,300,40,10,10.4000,2.1187
st5-AttUpd,300,41,10,10.4000,2.1187
st5-AttUpd,300,42,10,10.4000,2.1187
st5-AttUpd,300,43,10,10.4000,2.1187
st5-AttUpd,300,44,10,10.5000,2.0683
st5-AttUpd,300,45,10,11.1000,1.1005
st5-AttUpd,300,46,10,11.5000,0.8498
st5-AttUpd,300,47,10,11.5000,0.8498
st5-AttUpd,300,48,10,11.5000,0.8498
st5-AttUpd,300,49,10,11.5000,0.8498
st5-AttUpd,300,50,10,11.5000,0.8498
st5-AttUpd,300,51,10,11.5000,0.8498
st5-AttUpd,300,52,10,11.5000,0.8498
st5-AttUpd,300,53,10,11.5000,0.8498
st5-AttUpd,300,54,10,11.5000,0.8498
st5-AttUpd,300,55,10,11.5000,0.8498
st5-AttUpd,300,56,10,11.5000,0.8498
st5-AttUpd,300,57,10,11.5000,0.8498
st5-AttUpd,300,58,10,11.5000,0.8498
st5-AttUpd,300,59,10,11.8000,0.7888
st5-AttUpd,300,60,10,12.5000,1.2693
st5-AttUpd,300,61,10,12.6000,1.3499
st5-AttUpd,300,62,10,12.6000,1.3499
st5-AttUpd,300,63,10,12.6000,1.3499
st5-AttUpd,300,64,10,12.6000,1.3499
st5-AttUpd,300,65,10,12.6000,1.3499
st5-AttUpd,300,66,10,12.6000,1.3499
st5-AttUpd,300,67,10,12.6000,1.3499
st5-AttUpd,300,68,10,12.6000,1.3499
st5-AttUpd,300,69,10,12.6000,1.3499
st5-AttUpd,300,70,10,12.6000,1.3499
st5-AttUpd,300,71,10,12.6000,1.3499
st5-AttUpd,300,72,10,12.6000,1.3499
st5-AttUpd,300,73,10,12.6000,1.3499
st5-AttUpd,300,74,10,12.6000,1.3499
st5-AttUpd,300,75,10,12.8000,1.3984
st5-AttUpd,300,76,10,13.3000,1.1595
st5-AttUpd,300,77,10,13.3000,1.1595
st5-AttUpd,300,78,10,13.3000,1.1595
st5-AttUpd,300,79,10,13.3000,1.1595
st5-AttUpd,300,80,10,13.3000,1.1595
st5-AttUpd,300,81,10,13.3000,1.1595
st5-AttUpd,300,82,10,13.3000,1.1595
st5-AttUpd,300,83,10,13.3000,1.1595
st5-AttUpd,300,84,10,13.3000,1.1595
st5-AttUpd,300,85,10,13.3000,1.1595
st5-AttUpd,300,86,10,13.3000,1.1595
st5-AttUpd,300,87,10,13.3000,1.1595
st5-AttUpd,300,88,10,13.3000,1.1595
st5-AttUpd,300,89,10,13.3000,1.1595
st5-AttUpd,300,90,10,13.6000,0.8433
st5-AttUpd,300,91,10,13.6000,0.8433
st5-AttUpd,300,92,10,13.6000,0.8433
st5-AttUpd,300,93,10,13.6000,0.8433
st5-AttUpd,300,94,10,13.6000,0.8433
st5-AttUpd,300,95,10,13.6000,0.8433
st5-AttUpd,300,96,10,13.6000,0.8433
st5-AttUpd,300,97,10,13.6000,0.8433
st5-AttUpd,300,98,10,13.6000,0.8433
st5-AttUpd,300,99,10,13.6000,0.8433
st5-AttUpd,300,100,10,13.6000,0.8433
st5-AttUpd,300,101,10,13.6000,0.8433
st5-AttUpd,300,102,10,13.6000,0.8433
st5-AttUpd,300,103,10,13.6000,0.8433
st5-AttUpd,300,104,10,13.7000,0.8233
st5-AttUpd,300,105,10,13.9000,0.7379
st5-AttUpd,300,106,10,14.0000,0.6667
st5-AttUpd,300,107,10,14.0000,0.6667
st5-AttUpd,300,108,10,14.0000,0.6667
st5-AttUpd,300,109,10,14.0000,0.6667
st5-AttUpd,300,110,10,14.0000,0.6667
st5-AttUpd,300,111,10,14.0000,0.6667
st5-AttUpd,300,112,10,14.0000,0.6667
st5-AttUpd,300,113,10,14.0000,0.6667
st5-AttUpd,300,114,10,14.0000,0.6667
st5-AttUpd,300,115,10,14.0000,0.6667
st5-AttUpd,300,116,10,14.0000,0.6667
st5-AttUpd,300,117,10,14.0000,0.6667
st5-AttUpd,300,118,10,14.0000,0.6667
st5-AttUpd,300,119,10,14.0000,0.6667
istio,300,0,10,6.0000,0.0000
istio,300,1,10,6.0000,0.0000
istio,300,2,10,6.0000,0.0000
istio,300,3,10,6.0000,0.0000
istio,300,4,10,6.0000,0.0000
istio,300,5,10,6.0000,0.0000
istio,300,6,10,6.0000,0.0000
istio,300,7,10,6.0000,0.0000
istio,300,8,10,6.0000,0.0000
istio,300,9,10,6.0000,0.0000
istio,300,10,10,6.0000,0.0000
istio,300,11,10,6.0000,0.0000
istio,300,12,10,6.0000,0.0000
istio,300,13,10,6.0000,0.0000
istio,300,14,10,6.0000,0.0000
istio,300,15,10,6.1000,0.3162
istio,300,16,10,6.1000,0.3162
istio,300,17,10,6.1000,0.3162
istio,300,18,10,6.1000,0.3162
istio,300,19,10,6.1000,0.3162
istio,300,20,10,6.1000,0.3162
istio,300,21,10,6.1000,0.3162
istio,300,22,10,6.1000,0.3162
istio,300,23,10,6.1000,0.3162
istio,300,24,10,6.1000,0.3162
istio,300,25,10,6.1000,0.3162
istio,300,26,10,6.1000,0.3162
istio,300,27,10,6.1000,0.3162
istio,300,28,10,6.1000,0.3162
istio,300,29,10,6.1000,0.3162
istio,300,30,10,8.1000,1.6633
istio,300,31,10,11.0000,1.4907
istio,300,32,10,11.2000,1.5492
istio,300,33,10,11.2000,1.5492
istio,300,34,10,11.2000,1.5492
istio,300,35,10,11.2000,1.5492
istio,300,36,10,11.2000,1.5492
istio,300,37,10,11.2000,1.5492
istio,300,38,10,11.2000,1.5492
istio,300,39,10,11.2000,1.5492
istio,300,40,10,11.2000,1.5492
istio,300,41,10,11.2000,1.5492
istio,300,42,10,11.2000,1.5492
istio,300,43,10,11.2000,1.5492
istio,300,44,10,11.2000,1.5492
istio,300,45,10,11.6000,1.2649
istio,300,46,10,12.2000,0.6325
istio,300,47,10,12.3000,0.6749
istio,300,48,10,12.3000,0.6749
istio,300,49,10,12.3000,0.6749
istio,300,50,10,12.3000,0.6749
istio,300,51,10,12.3000,0.6749
istio,300,52,10,12.3000,0.6749
istio,300,53,10,12.3000,0.6749
istio,300,54,10,12.3000,0.6749
istio,300,55,10,12.3000,0.6749
istio,300,56,10,12.3000,0.6749
istio,300,57,10,12.3000,0.6749
istio,300,58,10,12.3000,0.6749
istio,300,59,10,12.3000,0.6749
istio,300,60,10,12.3000,0.6749
istio,300,61,10,12.4000,0.8433
istio,300,62,10,12.4000,0.8433
istio,300,63,10,12.4000,0.8433
istio,300,64,10,12.4000,0.8433
istio,300,65,10,12.4000,0.8433
istio,300,66,10,12.4000,0.8433
istio,300,67,10,12.4000,0.8433
istio,300,68,10,12.4000,0.8433
istio,300,69,10,12.4000,0.8433
istio,300,70,10,12.4000,0.8433
istio,300,71,10,12.4000,0.8433
istio,300,72,10,12.4000,0.8433
istio,300,73,10,12.4000,0.8433
istio,300,74,10,12.4000,0.8433
istio,300,75,10,12.8000,1.1353
istio,300,76,10,13.8000,1.1353
istio,300,77,10,13.9000,1.1972
istio,300,78,10,13.9000,1.1972
istio,300,79,10,13.9000,1.1972
istio,300,80,10,13.9000,1.1972
istio,300,81,10,13.9000,1.1972
istio,300,82,10,13.9000,1.1972
istio,300,83,10,13.9000,1.1972
istio,300,84,10,13.9000,1.1972
istio,300,85,10,13.9000,1.1972
istio,300,86,10,13.9000,1.1972
istio,300,87,10,13.9000,1.1972
istio,300,88,10,13.9000,1.1972
istio,300,89,10,13.9000,1.1972
istio,300,90,10,14.1000,0.7379
istio,300,91,10,14.1000,0.7379
istio,300,92,10,14.1000,0.7379
istio,300,93,10,14.1000,0.7379
istio,300,94,10,14.1000,0.7379
istio,300,95,10,14.1000,0.7379
istio,300,96,10,14.1000,0.7379
istio,300,97,10,14.1000,0.7379
istio,300,98,10,14.1000,0.7379
istio,300,99,10,14.1000,0.7379
istio,300,100,10,14.1000,0.7379
istio,300,101,10,14.1000,0.7379
istio,300,102,10,14.1000,0.7379
istio,300,103,10,14.1000,0.7379
istio,300,104,10,14.1000,0.7379
istio,300,105,10,14.2000,0.7888
istio,300,106,10,14.5000,0.7071
istio,300,107,10,14.5000,0.7071
istio,300,108,10,14.5000,0.7071
istio,300,109,10,14.5000,0.7071
istio,300,110,10,14.5000,0.7071
istio,300,111,10,14.5000,0.7071
istio,300,112,10,14.5000,0.7071
istio,300,113,10,14.5000,0.7071
istio,300,114,10,14.5000,0.7071
istio,300,115,10,14.5000,0.7071
istio,300,116,10,14.5000,0.7071
istio,300,117,10,14.5000,0.7071
istio,300,118,10,14.5000,0.7071
istio,300,119,10,14.5000,0.7071
st5-AttUpd,400,0,10,6.0000,0.0000
st5-AttUpd,400,1,10,6.0000,0.0000
st5-AttUpd,400,2,10,6.0000,0.0000
st5-AttUpd,400,3,10,6.0000,0.0000
st5-AttUpd,400,4,10,6.0000,0.0000
st5-AttUpd,400,5,10,6.0000,0.0000
st5-AttUpd,400,6,10,6.0000,0.0000
st5-AttUpd,400,7,10,6.0000,0.0000
st5-AttUpd,400,8,10,6.0000,0.0000
st5-AttUpd,400,9,10,6.0000,0.0000
st5-AttUpd,400,10,10,6.0000,0.0000
st5-AttUpd,400,11,10,6.0000,0.0000
st5-AttUpd,400,12,10,6.0000,0.0000
st5-AttUpd,400,13,10,6.0000,0.0000
st5-AttUpd,400,14,10,6.0000,0.0000
st5-AttUpd,400,15,10,6.0000,0.0000
st5-AttUpd,400,16,10,6.0000,0.0000
st5-AttUpd,400,17,10,6.0000,0.0000
st5-AttUpd,400,18,10,6.0000,0.0000
st5-AttUpd,400,19,10,6.0000,0.0000
st5-AttUpd,400,20,10,6.0000,0.0000
st5-AttUpd,400,21,10,6.0000,0.0000
st5-AttUpd,400,22,10,6.0000,0.0000
st5-AttUpd,400,23,10,6.0000,0.0000
st5-AttUpd,400,24,10,6.0000,0.0000
st5-AttUpd,400,25,10,6.0000,0.0000
st5-AttUpd,400,26,10,6.0000,0.0000
st5-AttUpd,400,27,10,6.0000,0.0000
st5-AttUpd,400,28,10,6.0000,0.0000
st5-AttUpd,400,29,10,6.6000,1.3499
st5-AttUpd,400,30,10,7.5000,2.0138
st5-AttUpd,400,31,10,9.4000,1.7764
st5-AttUpd,400,32,10,9.7000,1.4944
st5-AttUpd,400,33,10,9.7000,1.4944
st5-AttUpd,400,34,10,9.7000,1.4944
st5-AttUpd,400,35,10,9.7000,1.4944
st5-AttUpd,400,36,10,9.7000,1.4944
st5-AttUpd,400,37,10,9.7000,1.4944
st5-AttUpd,400,38,10,9.7000,1.4944
st5-AttUpd,400,39,10,9.7000,1.4944
st5-AttUpd,400,40,10,9.7000,1.4944
st5-AttUpd,400,41,10,9.7000,1.4944
st5-AttUpd,400,42,10,9.7000,1.4944
st5-AttUpd,400,43,10,9.7000,1.4944
st5-AttUpd,400,44,10,9.9000,1.2867
st5-AttUpd,400,45,10,10.4000,1.1738
st5-AttUpd,400,46,10,11.7000,0.8233
st5-AttUpd,400,47,10,11.7000,0.8233
st5-AttUpd,400,48,10,11.7000,0.8233
st5-AttUpd,400,49,10,11.7000,0.8233
st5-AttUpd,400,50,10,11.7000,0.8233
st5-AttUpd,400,51,10,11.7000,0.8233
st5-AttUpd,400,52,10,11.7000,0.8233
st5-AttUpd,400,53,10,11.7000,0.8233
st5-AttUpd,400,54,10,11.7000,0.8233
st5-AttUpd,400,55,10,11.7000,0.8233
st5-AttUpd,400,56,10,11.7000,0.8233
st5-AttUpd,400,57,10,11.7000,0.8233
st5-AttUpd,400,58,10,11.7000,0.8233
st5-AttUpd,400,59,10,12.0000,0.9428
st5-AttUpd,400,60,10,12.5000,1.6499
st5-AttUpd,400,61,10,12.7000,1.8288
st5-AttUpd,400,62,10,12.7000,1.8288
st5-AttUpd,400,63,10,12.7000,1.8288
st5-AttUpd,400,64,10,12.7000,1.8288
st5-AttUpd,400,65,10,12.7000,1.8288
st5-AttUpd,400,66,10,12.7000,1.8288
st5-AttUpd,400,67,10,12.7000,1.8288
st5-AttUpd,400,68,10,12.7000,1.8288
st5-AttUpd,400,69,10,12.7000,1.8288
st5-AttUpd,400,70,10,12.7000,1.8288
st5-AttUpd,400,71,10,12.7000,1.8288
st5-AttUpd,400,72,10,12.7000,1.8288
st5-AttUpd,400,73,10,12.8000,1.9322
st5-AttUpd,400,74,10,13.1000,1.9120
st5-AttUpd,400,75,10,14.2000,2.5298
st5-AttUpd,400,76,10,15.2000,2.6998
st5-AttUpd,400,77,10,15.2000,2.6998
st5-AttUpd,400,78,10,15.2000,2.6998
st5-AttUpd,400,79,10,15.2000,2.6998
st5-AttUpd,400,80,10,15.2000,2.6998
st5-AttUpd,400,81,10,15.2000,2.6998
st5-AttUpd,400,82,10,15.2000,2.6998
st5-AttUpd,400,83,10,15.2000,2.6998
st5-AttUpd,400,84,10,15.2000,2.6998
st5-AttUpd,400,85,10,15.2000,2.6998
st5-AttUpd,400,86,10,15.2000,2.6998
st5-AttUpd,400,87,10,15.2000,2.6998
st5-AttUpd,400,88,10,15.2000,2.6998
st5-AttUpd,400,89,10,15.6000,2.8752
st5-AttUpd,400,90,10,16.6000,2.7162
st5-AttUpd,400,91,10,17.4000,1.9551
st5-AttUpd,400,92,10,17.4000,1.9551
st5-AttUpd,400,93,10,17.4000,1.9551
st5-AttUpd,400,94,10,17.4000,1.9551
st5-AttUpd,400,95,10,17.4000,1.9551
st5-AttUpd,400,96,10,17.4000,1.9551
st5-AttUpd,400,97,10,17.4000,1.9551
st5-AttUpd,400,98,10,17.4000,1.9551
st5-AttUpd,400,99,10,17.4000,1.9551
st5-AttUpd,400,100,10,17.4000,1.9551
st5-AttUpd,400,101,10,17.4000,1.9551
st5-AttUpd,400,102,10,17.4000,1.9551
st5-AttUpd,400,103,10,17.4000,1.9551
st5-AttUpd,400,104,10,17.5000,1.9003
st5-AttUpd,400,105,10,18.0000,1.8257
st5-AttUpd,400,106,10,18.2000,1.6865
st5-AttUpd,400,107,10,18.3000,1.6364
st5-AttUpd,400,108,10,18.3000,1.6364
st5-AttUpd,400,109,10,18.3000,1.6364
st5-AttUpd,400,110,10,18.3000,1.6364
st5-AttUpd,400,111,10,18.3000,1.6364
st5-AttUpd,400,112,10,18.3000,1.6364
st5-AttUpd,400,113,10,18.3000,1.6364
st5-AttUpd,400,114,10,18.3000,1.6364
st5-AttUpd,400,115,10,18.3000,1.6364
st5-AttUpd,400,116,10,18.3000,1.6364
st5-AttUpd,400,117,10,18.3000,1.6364
st5-AttUpd,400,118,10,18.3000,1.6364
st5-AttUpd,400,119,10,18.3000,1.6364
istio,400,0,10,6.0000,0.0000
istio,400,1,10,6.0000,0.0000
istio,400,2,10,6.0000,0.0000
istio,400,3,10,6.0000,0.0000
istio,400,4,10,6.0000,0.0000
istio,400,5,10,6.0000,0.0000
istio,400,6,10,6.0000,0.0000
istio,400,7,10,6.0000,0.0000
istio,400,8,10,6.0000,0.0000
istio,400,9,10,6.0000,0.0000
istio,400,10,10,6.0000,0.0000
istio,400,11,10,6.0000,0.0000
istio,400,12,10,6.0000,0.0000
istio,400,13,10,6.0000,0.0000
istio,400,14,10,6.0000,0.0000
istio,400,15,10,6.0000,0.0000
istio,400,16,10,6.2000,0.6325
istio,400,17,10,6.2000,0.6325
istio,400,18,10,6.2000,0.6325
istio,400,19,10,6.2000,0.6325
istio,400,20,10,6.2000,0.6325
istio,400,21,10,6.2000,0.6325
istio,400,22,10,6.2000,0.6325
istio,400,23,10,6.2000,0.6325
istio,400,24,10,6.2000,0.6325
istio,400,25,10,6.2000,0.6325
istio,400,26,10,6.2000,0.6325
istio,400,27,10,6.2000,0.6325
istio,400,28,10,6.2000,0.6325
istio,400,29,10,6.2000,0.6325
istio,400,30,10,7.1000,0.8756
istio,400,31,10,9.9000,1.6633
istio,400,32,10,10.3000,1.6364
istio,400,33,10,10.3000,1.6364
istio,400,34,10,10.3000,1.6364
istio,400,35,10,10.3000,1.6364
istio,400,36,10,10.3000,1.6364
istio,400,37,10,10.3000,1.6364
istio,400,38,10,10.3000,1.6364
istio,400,39,10,10.3000,1.6364
istio,400,40,10,10.3000,1.6364
istio,400,41,10,10.3000,1.6364
istio,400,42,10,10.3000,1.6364
istio,400,43,10,10.3000,1.6364
istio,400,44,10,10.3000,1.6364
istio,400,45,10,10.9000,0.8756
istio,400,46,10,11.3000,0.6749
istio,400,47,10,11.3000,0.6749
istio,400,48,10,11.3000,0.6749
istio,400,49,10,11.3000,0.6749
istio,400,50,10,11.3000,0.6749
istio,400,51,10,11.3000,0.6749
istio,400,52,10,11.3000,0.6749
istio,400,53,10,11.3000,0.6749
istio,400,54,10,11.3000,0.6749
istio,400,55,10,11.3000,0.6749
istio,400,56,10,11.3000,0.6749
istio,400,57,10,11.3000,0.6749
istio,400,58,10,11.3000,0.6749
istio,400,59,10,11.3000,0.6749
istio,400,60,10,11.7000,0.9487
istio,400,61,10,13.1000,1.4491
istio,400,62,10,13.2000,1.6193
istio,400,63,10,13.2000,1.6193
istio,400,64,10,13.2000,1.6193
istio,400,65,10,13.2000,1.6193
istio,400,66,10,13.2000,1.6193
istio,400,67,10,13.2000,1.6193
istio,400,68,10,13.2000,1.6193
istio,400,69,10,13.2000,1.6193
istio,400,70,10,13.2000,1.6193
istio,400,71,10,13.2000,1.6193
istio,400,72,10,13.2000,1.6193
istio,400,73,10,13.2000,1.6193
istio,400,74,10,13.2000,1.6193
istio,400,75,10,13.6000,1.5776
istio,400,76,10,14.5000,1.9579
istio,400,77,10,14.5000,1.9579
istio,400,78,10,14.5000,1.9579
istio,400,79,10,14.5000,1.9579
istio,400,80,10,14.5000,1.9579
istio,400,81,10,14.5000,1.9579
istio,400,82,10,14.5000,1.9579
istio,400,83,10,14.5000,1.9579
istio,400,84,10,14.5000,1.9579
istio,400,85,10,14.5000,1.9579
istio,400,86,10,14.5000,1.9579
istio,400,87,10,14.5000,1.9579
istio,400,88,10,14.5000,1.9579
istio,400,89,10,14.6000,1.8379
istio,400,90,10,14.9000,1.4491
istio,400,91,10,15.2000,1.0328
istio,400,92,10,15.2000,1.0328
istio,400,93,10,15.2000,1.0328
istio,400,94,10,15.2000,1.0328
istio,400,95,10,15.2000,1.0328
istio,400,96,10,15.2000,1.0328
istio,400,97,10,15.2000,1.0328
istio,400,98,10,15.2000,1.0328
istio,400,99,10,15.2000,1.0328
istio,400,100,10,15.2000,1.0328
istio,400,101,10,15.2000,1.0328
istio,400,102,10,15.2000,1.0328
istio,400,103,10,15.2000,1.0328
istio,400,104,10,15.2000,1.0328
istio,400,105,10,15.6000,1.1738
istio,400,106,10,16.1000,0.9944
istio,400,107,10,16.1000,0.9944
istio,400,108,10,16.1000,0.9944
istio,400,109,10,16.1000,0.9944
istio,400,110,10,16.1000,0.9944
istio,400,111,10,16.1000,0.9944
istio,400,112,10,16.1000,0.9944
istio,400,113,10,16.1000,0.9944
istio,400,114,10,16.1000,0.9944
istio,400,115,10,16.1000,0.9944
istio,400,116,10,16.1000,0.9944
istio,400,117,10,16.1000,0.9944
istio,400,118,10,16.1000,0.9944
istio,400,119,10,16.1000,0.9944
st5-AttUpd,500,0,10,6.0000,0.0000
st5-AttUpd,500,1,10,6.0000,0.0000
st5-AttUpd,500,2,10,6.0000,0.0000
st5-AttUpd,500,3,10,6.0000,0.0000
st5-AttUpd,500,4,10,6.0000,0.0000
st5-AttUpd,500,5,10,6.0000,0.0000
st5-AttUpd,500,6,10,6.0000,0.0000
st5-AttUpd,500,7,10,6.0000,0.0000
st5-AttUpd,500,8,10,6.0000,0.0000
st5-AttUpd,500,9,10,6.0000,0.0000
st5-AttUpd,500,10,10,6.0000,0.0000
st5-AttUpd,500,11,10,6.0000,0.0000
st5-AttUpd,500,12,10,6.0000,0.0000
st5-AttUpd,500,13,10,6.0000,0.0000
st5-AttUpd,500,14,10,6.0000,0.0000
st5-AttUpd,500,15,10,6.0000,0.0000
st5-AttUpd,500,16,10,6.0000,0.0000
st5-AttUpd,500,17,10,6.0000,0.0000
st5-AttUpd,500,18,10,6.0000,0.0000
st5-AttUpd,500,19,10,6.0000,0.0000
st5-AttUpd,500,20,10,6.0000,0.0000
st5-AttUpd,500,21,10,6.0000,0.0000
st5-AttUpd,500,22,10,6.0000,0.0000
st5-AttUpd,500,23,10,6.0000,0.0000
st5-AttUpd,500,24,10,6.0000,0.0000
st5-AttUpd,500,25,10,6.0000,0.0000
st5-AttUpd,500,26,10,6.0000,0.0000
st5-AttUpd,500,27,10,6.0000,0.0000
st5-AttUpd,500,28,10,6.0000,0.0000
st5-AttUpd,500,29,10,6.5000,0.9718
st5-AttUpd,500,30,10,8.2000,2.0440
st5-AttUpd,500,31,10,9.7000,2.0575
st5-AttUpd,500,32,10,9.7000,2.0575
st5-AttUpd,500,33,10,9.7000,2.0575
st5-AttUpd,500,34,10,9.7000,2.0575
st5-AttUpd,500,35,10,9.7000,2.0575
st5-AttUpd,500,36,10,9.7000,2.0575
st5-AttUpd,500,37,10,9.7000,2.0575
st5-AttUpd,500,38,10,9.7000,2.0575
st5-AttUpd,500,39,10,9.7000,2.0575
st5-AttUpd,500,40,10,9.7000,2.0575
st5-AttUpd,500,41,10,9.7000,2.0575
st5-AttUpd,500,42,10,9.7000,2.0575
st5-AttUpd,500,43,10,9.7000,2.0575
st5-AttUpd,500,44,10,9.9000,1.7920
st5-AttUpd,500,45,10,11.0000,1.0541
st5-AttUpd,500,46,10,11.0000,1.0541
st5-AttUpd,500,47,10,11.0000,1.0541
st5-AttUpd,500,48,10,11.0000,1.0541
st5-AttUpd,500,49,10,11.0000,1.0541
st5-AttUpd,500,50,10,11.0000,1.0541
st5-AttUpd,500,51,10,11.0000,1.0541
st5-AttUpd,500,52,10,11.0000,1.0541
st5-AttUpd,500,53,10,11.0000,1.0541
st5-AttUpd,500,54,10,11.0000,1.0541
st5-AttUpd,500,55,10,11.0000,1.0541
st5-AttUpd,500,56,10,11.0000,1.0541
st5-AttUpd,500,57,10,11.0000,1.0541
st5-AttUpd,500,58,10,11.2000,0.9189
