# Total Running+Ready pods over sweep, aggregated across 10 runs (istio)
# t_sec             mean      stddev     n
  1064            30.700       0.900    10
  1065            30.700       0.900    10
  1066            30.700       0.900    10
  1067            30.700       0.900    10
  1068            30.700       0.900    10
  1069            30.700       0.900    10
  1070            30.700       0.900    10
  1071            30.700       0.900    10
  1072            30.700       0.900    10
  1073            30.700       0.900    10
  1074            30.700       0.900    10
  1075            30.700       0.900    10
  1076            30.700       0.900    10
  1077            30.700       0.900    10
  1078            30.700       0.900    10
  1079            30.700       0.900    10
  1080            30.700       0.900    10
  1081            30.700       0.900    10
  1082            30.778       0.916     9
  1083            30.700       0.900    10
  1084            30.700       0.900    10
  1085            30.700       0.900    10
  1086            30.700       0.900    10
  1087            30.700       0.900    10
  1088            30.700       0.900    10
  1089            30.800       0.748    10
  1090            30.800       0.748    10
  1091            30.800       0.748    10
  1092            30.800       0.748    10
  1093            30.800       0.748    10
  1094            30.800       0.748    10
  1095            30.800       0.748    10
  1096            30.800       0.748    10
  1097            30.800       0.748    10
  1098            30.778       0.786     9
  1099            30.800       0.748    10
  1100            30.889       0.737     9
  1101            30.778       0.786     9
  1102            30.800       0.748    10
  1103            30.800       0.748    10
  1104            30.800       0.748    10
  1105            30.800       0.748    10
  1106            30.800       0.748    10
  1107            30.800       0.748    10
  1108            30.800       0.748    10
  1109            30.800       0.748    10
  1110            30.800       0.748    10
  1111            30.800       0.748    10
  1112            30.800       0.748    10
  1113            30.800       0.748    10
  1114            30.889       0.737     9
  1115            30.800       0.748    10
  1116            30.800       0.748    10
  1117            30.800       0.748    10
  1118            30.800       0.748    10
  1119            30.800       0.748    10
  1120            30.800       0.748    10
  1121            30.800       0.748    10
  1122            30.800       0.748    10
  1123            30.800       0.748    10
  1124            30.800       0.748    10
  1125            30.800       0.748    10
  1126            30.800       0.748    10
  1127            30.800       0.748    10
  1128            30.800       0.748    10
  1129            30.800       0.748    10
  1130            30.800       0.748    10
  1131            30.800       0.748    10
  1132            30.800       0.748    10
  1133            30.800       0.748    10
  1134            30.800       0.748    10
  1135            30.800       0.748    10
  1136            30.800       0.748    10
  1137            30.800       0.748    10
  1138            30.800       0.748    10
  1139            30.800       0.748    10
  1140            30.800       0.748    10
  1141            30.800       0.748    10
  1142            30.800       0.748    10
  1143            30.800       0.748    10
  1144            30.800       0.748    10
  1145            30.800       0.748    10
  1146            30.800       0.748    10
  1147            30.800       0.748    10
  1148            30.800       0.748    10
  1149            30.800       0.748    10
  1150            30.800       0.748    10
  1151            30.800       0.748    10
  1152            30.800       0.748    10
  1153            30.800       0.748    10
  1154            30.800       0.748    10
  1155            30.800       0.748    10
  1156            30.800       0.748    10
  1157            30.800       0.748    10
  1158            30.800       0.748    10
  1159            30.667       0.667     9
  1160            30.778       0.786     9
  1161            30.667       0.667     9
  1162            30.800       0.748    10
  1163            30.800       0.748    10
  1164            30.778       0.786     9
  1165            30.800       0.748    10
  1166            30.800       0.748    10
  1167            30.800       0.748    10
  1168            30.800       0.748    10
  1169            30.800       0.748    10
  1170            30.800       0.748    10
  1171            30.800       0.748    10
  1172            30.800       0.748    10
  1173            30.800       0.748    10
  1174            30.800       0.748    10
  1175            30.800       0.748    10
  1176            30.800       0.748    10
  1177            30.800       0.748    10
  1178            30.800       0.748    10
  1179            30.800       0.748    10
  1180            30.800       0.748    10
  1181            30.800       0.748    10
  1182            30.800       0.748    10
  1183            30.800       0.748    10
  1184            30.800       0.748    10
  1185            30.800       0.748    10
  1186            30.800       0.748    10
  1187            30.800       0.748    10
  1188            30.800       0.748    10
  1189            30.800       0.748    10
  1190            30.800       0.748    10
  1191            30.800       0.748    10
  1192            30.800       0.748    10
  1193            30.800       0.748    10
  1194            30.800       0.748    10
  1195            30.800       0.748    10
  1196            30.800       0.748    10
  1197            30.800       0.748    10
  1198            30.800       0.748    10
  1199            30.800       0.748    10
  1200            30.800       0.748    10
  1201            30.889       0.737     9
